  2214 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
  -29   -5 66  -2  -1   135  -29 068494
  -25   1    -0.377056   18   33     -4 5313    1    -0.159214   2..6255   -094   1.    25    27 2474   -8 1
  -25 1606  -1.26  -2
  -26    27 493     -471 -1   30 1
  -25  606  -1..740683  471  -0..0164     12 3 1    19     0.306927   134
  -29  -25   -5  735    -6   474   26 471680
  -24   -.380619
  -28   18   40     2722046    8     0.172292  -0.3
  -27  -26   15  051kz     21885   12    291
  -26   2.901304
  -28   -8   -4    11  -799   -4 828406
  -24  - 0.718039  -25    9 2290     1995623  -19    -0.027197  -1.4041.9013024   -2   16     1289 -8  -27     0.159192  -0.4440.2541425    9 1819    -26693 0   24    -.934918
 
  -30       0.6915-9   78    -2733 -12  17     0.028355   2.212381
  -26   12 06769    12 45-1   30 919946
  -23  -0991  -2
  -25   -27 929     27   15   17     0.041149  -2.21842   -0.7948 24 -6      2179516   23 6
  -30  495   2..540195  -23   -9 5987     19 -25    17     0.687757   2    -1.672385  -01.9059     20  042   -4     1.055133   2.539 2.749782  --21  37     1520257   -7 490832
 9852  -2.131374
  -27  --3   42    -1861861   30 490832
  -25    0.4959272087
   -24  60    -1   199   -3 730887
 6652  -2..443063  -26  -15 11       -5  - 7   -3    -0.679214   2..217418  -29   -1  -14    -22  210   30 .239214 1849   1.8
  -30  -27   13 4  23     6236-5  -14 .239214  035   0.0852.2823330   -1 77209    -57 1     25     1.420507  -1.   -1.090310  - 29 695     10  033  -17    -0.947325   0.   -0.417601   16   28     2802869   17    -.345124
   -0.320245  -26   15 0823     29  160   -2    -0.081517  -2.678009
  -25   -9 00 -1     1 4953   11 6
  -23  -27   187
  -27  -27    1 9253      604334   21    -1.332819   0.    0.726924  -13   91    -3016  19   8     0.901-28  -10   -1.412869    5   92    -4  -141   -2 6
  -23  -31   2.901373
  -30    5   84      9  3-1   27 449962
  -29   -.095633
  -28    4 9797    -1552737   -1 866239
  -27   2.762603
  -30    0 0814    -28  137   25 866239
  -88  -0.726917
  -24    1 5942     -624958    8 4
  -29   43   0.845445
  -26  -1-9  80    -1   010   -2     0.232288  -0.0930.219805
  - 9   35     21  -17   10 4
  -29   75   2.986115
  -26  -10   96     -5339 1   30 07247541692
  -7     0.456295   16    6     28     2  -1    -1.277-27  -1.130245
  -25    1   32    -12   67   25 7
  -29  -30   -0.020767  -29    5 87-1     7   954    1 7
  -29   23   -43
  -23  -30   -1   4958
  -.99186   -1 241907
  -29   -.365990
  -23   -4 5526.454 5   254  -16 2
  -24  992  -2.5
  -58  -25  -15 6124     9  -717    6 7
  -.000639   2.952544
  -24   -6 0608     1823373    1    2.3001606  -1.6
  -27   30   -1 7935    16  -191  -26    -01
  -30    1.004043  -28   -9 8120     27 -117   -5     1.36 -28   -.340868
  -23   17   1      2924873   -2    -09
  -25    0.47263
  -23  - 0     -2   20 5827   13    -0.737174  -0.   -0.508565    24  79     -676648   30     .897949
   0.907997
  -24   -8 1764     6  -850   30     .0938478  -2.4899     1.22  -5   80    -2  -105  -2509
  -27  -30   -.130376
  -24  -15 5426    -15  -8     1    -0.117174  -0.   -1.460652   18   44    -3050816    8    -51
  -30   0.915744
  -26    10  63    -1341327  -13 1
  -29  -30   -18
  -26  -24  -10 2232     4  0819   -4 683097
  -27    0.003392  -25    9 37      -30  812   -4 084222
  -26    52
  -27  625   02   26.276321  -39   23     0.824830    1   -2538306
  -17   23     1384118  -16     1.350033   2.89920.269954   14   94     4  -919   -4 .205634  319  -1..420507  -30    1 6054     3   210    1    -0.173405  -00.259638  -29   -8 2299     10 0022  -13     0.277154  -2.935929
  -25    1   24      784593   11 2
  -27   03  -3.125-0.678488  -00.6330     1273920  -10 9
  -23  417   2..468282  -26    2  687    -1    17  -24    -0.738727  -0.344346
  -25   16 1023    - 2  920  -28 9
  -23  -73  -2.133 -28   25   16  229     8   524  -18 9
  -23  -78  -1.555 0.736628   -6  3 -10    3  5 5   12 9
  -23  -75   2..587557  -21  -10 4  -5    -739524  -16 6
  -22  233   2.899291
  -26   15 95 27    30     1 -14    -0.725925   2.4
  -24  -27   19   11      8  008    8 6
  -22  -27  -0.6
  -23  -27    0  0  16    8    -   -4 6
  -7
  -25  -142
  -23  -24   15  197     2  -117   17     0.254963  -3.130291
  -26   114     7   16  -26   -2 993330
  -28  -1.430206
  -29   -7  -14      5  7 7   25     1.043-26   -     0.962733   31   92      8  121    8 6
  -27  132  -2.   -0.673951  -12   96    -110   0  -10    0.649364
   2.156972
  -29    2   12     17  410  -2054
  -28  -24   -85
  -23  -23   18 7   1     2952 9   14 195934
  -28        -1.36 -27   11 5531    -15  -45  -27 614741
  -25   11.364594  -28    7 6955    -20  116   25 614741
  -21  -180
  -24  -24    6   72    -0      1   7     18
  -24  --2.140991  -30    5    8    -2   417  -21    -0.167122   2..6723.673951  -25   41     1903624  -18 459717
  -26   4584  -    155   2.8   1    -5   324   17 0
  -21  -23  -19303488
  822   224  56    -5  -215   22 778511
  -28   6     0.232203     4   2     2.78226   -1 .211985  -23  -19678009
  -25   16   51      440  -7   7     .191909
   2.874763
  -24   11   32      5   -14  30     1.318433  -2.    0.468282    -5  73     08   13   11 907998
  -24  -1     0.293750  -11  -11      6  326   12 907998
 4965   1.   -0.737515  - 24  87    -28  824   26     01
  -25   540
  -28  -24   18   29     -1  317   -1     1.126015   1.678009
  -27  -13 -9       -651405   14 590640
  -22         0.33 -28   -1 5977     19 6294   26 6
  -22  -18   1.2
  -24   22   14 4293.71164      7  -5     15
  -29   -.842438
  -26    2    5     4  -196   -2     347   85  -2.516066
  -26  -1-5  69     -5  065  -29 7
  -22  -28  -10.33553
  -23  -11   -0    -1636216  -15 7
  -22  -67  -1.    1.055147  -08   79    - 8  392  -27 272087
  -25  -148
  -9
  -24  -116  12     3.05698   10 8
  -23   35  -0.130 0.495924   15  073    12   448   -7 0
  -27  -26    26
  -1
  -24   -6 2  26    2470 -4  -22 0
  -27  -90   3.04140.406515   -6    2     208   1  -19    -1.349212   -0.766403  -29   -15  -14    -1  244  -16 644730
  -21   -     0.359625   00  -94     -9 6896  -11 6
  -23   22   2.   -0.551398    24  31     -4 7509   -4 254141
  -29    1.932909  -29   -1 0167     8      -  23     0   -037   2.   -0.576649  - 3   70     251  7    13    -0.558234   1.717451
  -28   -27   2    -23 23 0   13 0
  -23   71  -2.538370
  -24   18 3469     -4  8-1   30 254027
  -29    0.293750  -28   1 8    -1   4   220    4 .085631  625   0.972651
  -30   -25  87    -1781612  -20 .085631  -84  -1.61363.473560  -228    -8   26   -2  -26    -0.209431  -1.5
  -23  -24   17   96     7  -205   12    -0.877806  -1.6
  -26  -20   12 8275     14  681  -10 .672385  885  -2.1
  -    0.8500 8  -26199  1   648    8 .672385  -94   1..443002   23   -3 6632    -16  -13   -9 677170
  -30   -     0.695058  -15   11    -2010  8    7 .004969  -31   0.0852.715697
  - -7     1    7   8   -19 869654
  794  -2.730887
  -28    0 8567    -08  -28    9 869654
  -21   3     0.737576  -219  000   -15177 0   15 4
  -26  549  -2.8642.518544
  -10   27     0    85   23 4
  -26   20   12518862
  -24     5   0    -13 53-8    7 691350
  195  -0.350662
  -27   21   49     19  058   20 691350
  -25    91
  -26  -26  -15  455     3   001  -26    -0.331631   0.218423
  -22   14 19035    -7695 0   18     0.578-20  -12.022759  -29    5 2 18    -26 1 -16  -1    -26
  -27   -5600875
  -24   -13          9 4124  -22     -20   64  -1.8020    -2.059  4  686    -1170625   16     601  822   2.928287
  -21  -21    2    -1579  0  -30 4
  -27  -11   1.0165     0.8539 24  73     -567757   13 027139
  -20  -10.176490  -23  -18 6625     1547-16   -8    -1.511494  -1..873191  -28   -9 4757      049176  -19    -0.558252  -0.32318.359966  -0-8  21     193  28  -15    -1.183014   0.034272
  -27   -2 6178     4  -116  -17.454346
  -22  -2.517090
  -26   15  181     1   154  -15 3
  -23  -79  -2.590640
  -22    2   15     -1    3  -19 538300
  650  -1.881256
  -30    1.3556    -116-18   -19    -0.211985   1.93592869654
  - 12   4     0  -3-7  -25     0.544043  -3.9
  -19  -23   -3 4628.59472.  284   -8.833147
  -30   037
  -   -2.0969-1   40      40   2  -12    -1.451432  -0.    0.619258    8  -0548
   2  117   13    -0.129349  -1.337599
  -19  - 9  -17     11  551  -2339
  -19  911   2.825 1.852325   12  518    -3062919   -5     0.498727  -0.084222
  -26    6   -4      080676  -15.219805
  -27  -1     0.259638  -2 4  69      9  3 7   23.999982
  -29   950
  -21   28   -8 0105     2  --25   1439
  -19  -k          0.472671  -29  -37     1001 28    6.301069
  -26  -1.91994.387015  -216  -1     -372687   13.301069
  -26    22
  -7
  -29   -5 0382      0  530   -217
  -24   88   2.4418     0.962  0   15     1658931  -10     897  -78  -1.449963
  -21  -17 9229    -18   85   14     1.198160  -2.8432.8364094  -2..41   5  19   7 7   29.276324
  -27   12076211
  -23  -12  -15     7   814  -15     2.008103   0.429919
  -23   -3 2   2    22609 0   30.276324
  -35   0.810157
  -19  -21 7169    -12  176   -8.276324
  -24   8    -0.205634   12   95      4  010  -20.276324
  -98   1.25402.176265   14   59     3   1 0  -3008
  -30  917   0.79901.369138  -20  -52     2.8 -9    16    -2.129394  -127
  -29  -29   -7  579    -0.74450  -1008
  -30   29  -0.103 1.905537  -12.2634     14  6390
